email,firstname,lastname,company,phone,website,city,state,jobtitle,lifecyclestage,hs_lead_status,hs_lead_source,hubspot_owner,priority,industry,franchise_brand,franchise_type,target_service,brand_domain,contact_name,role_type,email_type,source,source_url,accessed,region_priority,mx_status,notes
campverdeaz@snapfitness.com,,,"Snap Fitness Camp Verde, AZ",(928) 282-7627,https://www.snapfitness.com/us/gyms/camp-verde-az,Camp Verde,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/camp-verde-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
chinovalley@snapfitness.com,,,"Snap Fitness Chino Valley, AZ",(928) 776-0355,https://www.snapfitness.com/us/gyms/chino-valley-az,Chino Valley,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/chino-valley-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
cottonwoodaz@snapfitness.com,,,"Snap Fitness Cottonwood, AZ",(928) 649-1905,https://www.snapfitness.com/us/gyms/cottonwood-az,Cottonwood,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/cottonwood-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
flagstaff@snapfitness.com,,,"Snap Fitness Flagstaff, AZ",(928) 522-6600,https://www.snapfitness.com/us/gyms/flagstaff-az,Flagstaff,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/flagstaff-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
fountainhills@snapfitness.com,,,"Snap Fitness Fountain Hills, AZ",(480) 837-3901,https://www.snapfitness.com/us/gyms/fountain-hills-az,Fountain Hills,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/fountain-hills-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
lakehavasu@snapfitness.com,,,"Snap Fitness Lake Havasu City, AZ",(928) 889-1879,https://www.snapfitness.com/us/gyms/lake-havasucity-az,Lake Havasu City,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/lake-havasucity-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
prescottaz@snapfitness.com,,,"Snap Fitness Prescott, AZ",(928) 443-1309,https://www.snapfitness.com/us/gyms/prescott-az,Prescott,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/prescott-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
prescottvalley@snapfitness.com,,,"Snap Fitness Prescott Valley, AZ",(928) 277-4554,https://www.snapfitness.com/us/gyms/prescott-valley-az,Prescott Valley,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/prescott-valley-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
sedonavillage@snapfitness.com,,,"Snap Fitness Sedona-Village of Oak Creek, AZ",(928) 284-0554,https://www.snapfitness.com/us/gyms/sedona-village-of-oak-creek-az,Sedona,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/sedona-village-of-oak-creek-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
sedonawest@snapfitness.com,,,"Snap Fitness Sedona West, AZ",(928) 282-2139,https://www.snapfitness.com/us/gyms/sedona-west-az,Sedona,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/sedona-west-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
tayloraz@snapfitness.com,,,"Snap Fitness Taylor (Snowflake), AZ",(928) 457-2800,https://www.snapfitness.com/us/gyms/taylor-az-704-n-main-st,Taylor,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/taylor-az-704-n-main-st,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
maranaaz@snapfitness.com,,,"Snap Fitness Marana, AZ",(520) 400-4646,https://www.snapfitness.com/us/gyms/marana-az,Tucson,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/marana-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
tucsonsoutheast@snapfitness.com,,,"Snap Fitness Tucson, AZ",(520) 572-8788,https://www.snapfitness.com/us/gyms/tucson-houghton-az,Tucson,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/tucson-houghton-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
wickenburg@snapfitness.com,,,"Snap Fitness Wickenburg, AZ",(928) 232-4200,https://www.snapfitness.com/us/gyms/wickenburg-az,Wickenburg,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/wickenburg-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
winslow@snapfitness.com,,,"Snap Fitness Winslow, AZ",(928) 224-3030,https://www.snapfitness.com/us/gyms/winslow-az,Winslow,AZ,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/winslow-az,2026-09-01,AZ,mx_ok,First-party location email from the official Snap Fitness US gym locator.
claytonca@snapfitness.com,,,"Snap Fitness Clayton, CA",(925) 276-3166,https://www.snapfitness.com/us/gyms/clayton-ca,Clayton,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/clayton-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
eldoradohills@snapfitness.com,,,"Snap Fitness El Dorado Hills, CA",(916) 933-9448,https://www.snapfitness.com/us/gyms/el-dorado-hills-ca,El Dorado Hills,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/el-dorado-hills-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
escalon@snapfitness.com,,,"Snap Fitness Escalon, CA",(209) 838-7517,https://www.snapfitness.com/us/gyms/escalon-ca,Escalon,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/escalon-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
gilroyca@snapfitness.com,,,"Snap Fitness Gilroy, CA",(408) 848-8701,https://www.snapfitness.com/us/gyms/gilroy-ca,Gilroy,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/gilroy-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
halfmoonbayca@snapfitness.com,,,"Snap Fitness Half Moon Bay, CA",(650) 726-4600,https://www.snapfitness.com/us/gyms/half-moon-bay-ca,Half Moon Bay,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/half-moon-bay-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
losaltos@snapfitness.com,,,"Snap Fitness Los Altos, CA",(650) 948-5500,https://www.snapfitness.com/us/gyms/los-altos-ca,Los Altos,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/los-altos-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
placerville@snapfitness.com,,,"Snap Fitness Placerville, CA",(530) 621-2777,https://www.snapfitness.com/us/gyms/placerville-ca,Placerville,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/placerville-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
pollockpines@snapfitness.com,,,"Snap Fitness Pollock Pines, CA",(530) 344-7027,https://www.snapfitness.com/us/gyms/pollock-pines-ca,Pollock Pines,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/pollock-pines-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
redwoodcity@snapfitness.com,,,"Snap Fitness Redwood City, CA",(650) 365-7627,https://www.snapfitness.com/us/gyms/redwood-city-ca,Redwood City,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/redwood-city-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
sanmarino@snapfitness.com,,,"Snap Fitness San Marino Mission St, CA",(626) 639-3787,https://www.snapfitness.com/us/gyms/san-marino-ca,San Marino,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/san-marino-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
sanmarinohuntington@snapfitness.com,,,"Snap Fitness San Marino Huntington, CA",(626) 234-2398,https://www.snapfitness.com/us/gyms/san-marino-huntington-drive-ca-2000-huntington-drive,San Marino,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/san-marino-huntington-drive-ca-2000-huntington-drive,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
santaclara@snapfitness.com,,,"Snap Fitness Santa Clara, CA",(408) 260-1111,https://www.snapfitness.com/us/gyms/santa-clara-ca,Santa Clara,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/santa-clara-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
santaclarita@snapfitness.com,,,"Snap Fitness Santa Clarita, CA",(661) 424-2700,https://www.snapfitness.com/us/gyms/santa-clarita-ca,Santa Clarita,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/santa-clarita-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
shinglesprings@snapfitness.com,,,"Snap Fitness Shingle Springs, CA",(530) 672-2777,https://www.snapfitness.com/us/gyms/shingle-springs-ca,Shingle Springs,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/shingle-springs-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
simivalley@snapfitness.com,,,"Snap Fitness Simi Valley, CA",(820) 386-1360,https://www.snapfitness.com/us/gyms/simi-valley-ca,Simi Valley,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/simi-valley-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
southpasadena@snapfitness.com,,,"Snap Fitness South Pasadena, CA",(626) 403-6463,https://www.snapfitness.com/us/gyms/south-pasadena-ca,South Pasadena,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/south-pasadena-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
walnutcreekca@snapfitness.com,,,"Snap Fitness Walnut Creek, CA",(925) 938-8006,https://www.snapfitness.com/us/gyms/walnut-creek-ca,Walnut Creek,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/walnut-creek-ca,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
yubacity@snapfitness.com,,,"Snap Fitness Yuba City, CA",(530) 923-2360,https://www.snapfitness.com/us/gyms/yuba-city-ca-1707-colusa-hwy,Yuba City,CA,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/yuba-city-ca-1707-colusa-hwy,2026-09-01,CA,mx_ok,First-party location email from the official Snap Fitness US gym locator.
canoncity@snapfitness.com,,,"Snap Fitness Canon City, CO",(719) 285-9132,https://www.snapfitness.com/us/gyms/canon-city-co,Canon City,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/canon-city-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
commercecity@snapfitness.com,,,"Snap Fitness Reunion, CO",(303) 289-7333,https://www.snapfitness.com/us/gyms/reunion-co,Commerce City,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/reunion-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
littleton@snapfitness.com,,,"Snap Fitness Littleton, CO",(720) 749-3958,https://www.snapfitness.com/us/gyms/littleton-co,Littleton,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/littleton-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
pueblowest@snapfitness.com,,,"Snap Fitness Pueblo West, CO",(719) 544-7627,https://www.snapfitness.com/us/gyms/pueblo-west-co,Pueblo,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/pueblo-west-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
roxborough@snapfitness.com,,,"Snap Fitness Roxborough, CO",(303) 904-7627,https://www.snapfitness.com/us/gyms/roxborough-co,Roxborough,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/roxborough-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
trinidad@snapfitness.com,,,"Snap Fitness Trinidad, CO",(719) 422-4733,https://www.snapfitness.com/us/gyms/trinidad-co,Trinidad,CO,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/trinidad-co,2026-09-01,CO,mx_ok,First-party location email from the official Snap Fitness US gym locator.
betheldowntown@snapfitness.com,,,"Snap Fitness Bethel-Downtown, CT",(203) 683-4131,https://www.snapfitness.com/us/gyms/bethel-downtown-ct,Bethel,CT,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/bethel-downtown-ct,2026-09-01,CT,mx_ok,First-party location email from the official Snap Fitness US gym locator.
clintonct@snapfitness.com,,,"Snap Fitness Clinton, CT",(860) 552-2018,https://www.snapfitness.com/us/gyms/clinton-ct,Clinton,CT,Franchise location,Lead,New,Franchise Outreach,Jason Fallon,A,Fitness,Snap Fitness,Fitness,SEO / GBP / PPC / Web,snapfitness.com,,Franchise location,location_mailbox,Verified 2026-09-01 first-party Snap Fitness US gym locator,https://www.snapfitness.com/us/gyms/clinton-ct,2026-09-01,CT,mx_ok,First-party location email from the official Snap Fitness US gym locator.
