Prospect ID,Business Name,Contact Name,Email,Franchise Brand,Category,City,State,Phone,Website,Registration Link,Role Type,Email Type,Source,Source URL,Accessed,Wave,Send Batch,Outreach Status,Email Sent Date
FRAN-SEND-0561,Mosquito Squad Annapolis,,annapolis@mosquitosquad.com,Mosquito Squad,Pest control (home services),Annapolis,,(410) 609-5609,https://www.mosquitosquad.com/annapolis/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0561#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/annapolis/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0562,Mosquito Squad Augusta,,service@mosquitosquad.com,Mosquito Squad,Pest control (home services),Augusta,,(706) 608-8025,https://www.mosquitosquad.com/augusta/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0562#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/augusta/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0563,Mosquito Squad Austin,,austin@mosquitosquad.com,Mosquito Squad,Pest control (home services),Austin,,(512) 488-5331,https://www.mosquitosquad.com/austin/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0563#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/austin/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0564,Mosquito Squad Baltimore,,nebaltimore@mosquitosquad.com,Mosquito Squad,Pest control (home services),Baltimore,,(410) 600-7973,https://www.mosquitosquad.com/baltimore/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0564#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/baltimore/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0565,Mosquito Squad Bangor Auburn,,bangorauburn@mosquitosquad.com,Mosquito Squad,Pest control (home services),Bangor Auburn,,(207) 387-7093,https://www.mosquitosquad.com/bangor-auburn/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0565#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/bangor-auburn/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0566,Mosquito Squad Bergen Passaic County,,thesquad@mosquitosquad.com,Mosquito Squad,Pest control (home services),Bergen Passaic County,,(201) 870-4860,https://www.mosquitosquad.com/bergen-passaic-county/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0566#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/bergen-passaic-county/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0567,Mosquito Squad Berkshire County,,berkshirecounty@mosquitosquad.com,Mosquito Squad,Pest control (home services),Berkshire County,,(413) 354-3539,https://www.mosquitosquad.com/berkshire-county/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0567#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/berkshire-county/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0568,Mosquito Squad Boston Metro South,,chelmsford@mosquitosquad.com,Mosquito Squad,Pest control (home services),Boston Metro South,,(781) 471-5793,https://www.mosquitosquad.com/boston-metro-south/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0568#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/boston-metro-south/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0569,Mosquito Squad Bradenton,,bradenton@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Bradenton,,(941) 315-5025,https://www.mosquitosquad.com/bradenton/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0569#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/bradenton/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0570,Mosquito Squad Buffalo,,shenry@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Buffalo,,(716) 427-6480,https://www.mosquitosquad.com/buffalo/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0570#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/buffalo/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0571,Mosquito Squad Cape Cod,,capecod@mosquitosquad.com,Mosquito Squad,Pest control (home services),Cape Cod,,(508) 406-7974,https://www.mosquitosquad.com/cape-cod/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0571#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/cape-cod/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0572,Mosquito Squad Central Illinois,,springfield-decatur@mosquitosquad.com,Mosquito Squad,Pest control (home services),Central Illinois,,(217) 516-3141,https://www.mosquitosquad.com/central-illinois/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0572#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/central-illinois/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0573,Mosquito Squad Central Va,,midatlantic@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Central Va,,(804) 409-2710,https://www.mosquitosquad.com/central-va/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0573#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/central-va/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0574,Mosquito Squad Charlotte,,wilmington@mosquitosquad.com,Mosquito Squad,Pest control (home services),Charlotte,,(704) 666-4960,https://www.mosquitosquad.com/charlotte/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0574#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/charlotte/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0575,Mosquito Squad Chattanooga Nwgeorgia,,chattanooga@mosquitosquad.com,Mosquito Squad,Pest control (home services),Chattanooga Nwgeorgia,,(423) 403-3513,https://www.mosquitosquad.com/chattanooga-nwgeorgia/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0575#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/chattanooga-nwgeorgia/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0576,Mosquito Squad Chicago,,sales@mosquitosquadchicago.com,Mosquito Squad,Pest control (home services),Chicago,,(630) 556-8315,https://www.mosquitosquad.com/chicago/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0576#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/chicago/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0577,Mosquito Squad Cincinnati,,ecincinnati@mosquitosquad.com,Mosquito Squad,Pest control (home services),Cincinnati,,(513) 666-5354,https://www.mosquitosquad.com/cincinnati/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0577#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/cincinnati/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0578,Mosquito Squad Dallas Lake Highlands,,dallas-lakehighlands@mosquitosquad.com,Mosquito Squad,Pest control (home services),Dallas Lake Highlands,,(214) 506-2823,https://www.mosquitosquad.com/dallas-lake-highlands/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0578#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/dallas-lake-highlands/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0579,Mosquito Squad Delray Beach,,delraybeach@mosquitosquad.com,Mosquito Squad,Pest control (home services),Delray Beach,,(561) 708-4679,https://www.mosquitosquad.com/delray-beach/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0579#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/delray-beach/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0580,Mosquito Squad East Denver,,greaterfortcollins@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Denver,,(720) 500-8064,https://www.mosquitosquad.com/east-denver/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0580#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-denver/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0581,Mosquito Squad East Idaho,,boise@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Idaho,,(208) 547-5970,https://www.mosquitosquad.com/east-idaho/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0581#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-idaho/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0582,Mosquito Squad East Idaho,,idahofalls@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Idaho,,(208) 547-5970,https://www.mosquitosquad.com/east-idaho/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0582#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-idaho/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0583,Mosquito Squad East Valley,,eastvalley@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Valley,,(480) 493-0046,https://www.mosquitosquad.com/east-valley/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0583#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-valley/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0584,Mosquito Squad East Valley,,jschwartz@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Valley,,(480) 493-0046,https://www.mosquitosquad.com/east-valley/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0584#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-valley/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0585,Mosquito Squad East Valley,,mcarthur@mosquitosquad.com,Mosquito Squad,Pest control (home services),East Valley,,(480) 493-0046,https://www.mosquitosquad.com/east-valley/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0585#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/east-valley/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0586,Mosquito Squad Eastern Shore,,easternshore@mosquitosquad.com,Mosquito Squad,Pest control (home services),Eastern Shore,,(443) 290-5209,https://www.mosquitosquad.com/eastern-shore/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0586#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/eastern-shore/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0587,Mosquito Squad El Paso,,sthorndale@mosquitosquad.com,Mosquito Squad,Pest control (home services),El Paso,,(915) 800-0343,https://www.mosquitosquad.com/el-paso/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0587#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/el-paso/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0588,Mosquito Squad Fenton Brighton,,sales@msquadmi.com,Mosquito Squad,Pest control (home services),Fenton Brighton,,(810) 202-9771,https://www.mosquitosquad.com/fenton-brighton/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0588#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/fenton-brighton/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0589,Mosquito Squad Frederick,,frederick@mosquitosquad.com,Mosquito Squad,Pest control (home services),Frederick,,(301) 804-6972,https://www.mosquitosquad.com/frederick/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0589#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/frederick/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0590,Mosquito Squad Frisco Mckinney,,frisco@mosquitosquad.com,Mosquito Squad,Pest control (home services),Frisco Mckinney,,(972) 521-3799,https://www.mosquitosquad.com/frisco-mckinney/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0590#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/frisco-mckinney/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0591,Mosquito Squad Gastonia,,gastonia@mosquitosquad.com,Mosquito Squad,Pest control (home services),Gastonia,,(704) 228-2683,https://www.mosquitosquad.com/gastonia/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0591#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/gastonia/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0592,Mosquito Squad Greater Atlanta,,greateratlanta@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Atlanta,,(770) 504-4494,https://www.mosquitosquad.com/greater-atlanta/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0592#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-atlanta/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0593,Mosquito Squad Greater Birmingham,,alabama@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Birmingham,,(205) 900-3528,https://www.mosquitosquad.com/greater-birmingham/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0593#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-birmingham/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0594,Mosquito Squad Greater Columbus,,greatercolumbus@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Columbus,,(614) 808-8019,https://www.mosquitosquad.com/greater-columbus/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0594#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-columbus/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0595,Mosquito Squad Greater Dc,,dc@mosquitosquadplus.com,Mosquito Squad,Pest control (home services),Greater Dc,,(571) 364-6956,https://www.mosquitosquad.com/greater-dc/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0595#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-dc/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0596,Mosquito Squad Greater Fort Worth,,fortworth@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Fort Worth,,(817) 835-8694,https://www.mosquitosquad.com/greater-fort-worth/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0596#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-fort-worth/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0597,Mosquito Squad Greater Indianapolis,,greaterindy@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Indianapolis,,(317) 593-2545,https://www.mosquitosquad.com/greater-indianapolis/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0597#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-indianapolis/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0598,Mosquito Squad Greater Salt Lake City,,greaterslc@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater Salt Lake City,,(801) 331-5262,https://www.mosquitosquad.com/greater-salt-lake-city/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0598#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-salt-lake-city/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0599,Mosquito Squad Greater St Louis,,greatersaintlouis@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater St Louis,,(314) 582-3980,https://www.mosquitosquad.com/greater-st-louis/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0599#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-st-louis/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0600,Mosquito Squad Greater St Louis,,office@stlmosquitosquadplus.com,Mosquito Squad,Pest control (home services),Greater St Louis,,(314) 582-3980,https://www.mosquitosquad.com/greater-st-louis/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0600#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-st-louis/contact-us/,2026-08-14,2,SEND_READY,Not sent,
FRAN-SEND-0601,Mosquito Squad Greater St Louis,,salesinfo@mosquitosquad.com,Mosquito Squad,Pest control (home services),Greater St Louis,,(314) 582-3980,https://www.mosquitosquad.com/greater-st-louis/contact-us/,https://momentum-workshop-pilot.netlify.app/?utm_source=franchise_pilot&utm_medium=permissioned_outreach&utm_campaign=franchise_workshop_2026_08&utm_content=FRAN-SEND-0601#register,location_mailbox,role_mailbox,mosquitosquad_contact_us,https://www.mosquitosquad.com/greater-st-louis/contact-us/,2026-08-14,2,SEND_READY,Not sent,
